SKU,Category,Lead Time (days)
12449,KEGS,20
12475,LIQUOR,13
12498,KEGS,20
126357,WINE,18
12713,KEGS,21
12798,KEGS,20
12848,BEER,7
12917,KEGS,19
12997,WINE,21
133795,WINE,18
140511,WINE,16
143090,WINE,19
145211,WINE,18
152714,WINE,17
162760,WINE,16
166363,LIQUOR,20
166365,WINE,15
166370,WINE,19
166371,WINE,20
166439,WINE,18
166501,WINE,15
166555,WINE,18
166652,WINE,14
166653,WINE,20
166654,WINE,14
166655,WINE,19
166656,WINE,15
166660,WINE,16
17329,WINE,14
183199,WINE,19
185329,WINE,16
19127,WINE,19
191485,WINE,17
201430,WINE,17
22836,KEGS,15
23104,BEER,13
231917,WINE,14
232238,WINE,18
232474,WINE,16
232488,WINE,16
232594,WINE,17
232600,WINE,14
232682,WINE,15
232710,WINE,16
232882,WINE,17
232926,WINE,16
233014,WINE,18
233118,WINE,21
233554,WINE,14
233656,WINE,17
233698,WINE,16
233708,WINE,17
233954,WINE,14
234110,WINE,17
234216,WINE,17
234490,WINE,17
234530,WINE,20
234580,WINE,19
234682,WINE,21
2348,BEER,8
234906,WINE,19
234992,WINE,15
235042,WINE,21
235124,WINE,16
235310,WINE,21
235442,WINE,20
235516,WINE,15
235558,WINE,21
235624,WINE,21
235710,WINE,15
235742,WINE,21
236048,WINE,18
236214,WINE,20
236336,WINE,20
236358,WINE,16
236682,WINE,18
23675,KEGS,20
236764,WINE,20
236976,WINE,19
237066,WINE,14
237268,WINE,21
237306,WINE,21
237600,LIQUOR,13
237784,WINE,17
237792,WINE,21
237794,WINE,17
237798,WINE,17
237846,WINE,16
237848,WINE,15
237882,WINE,18
237884,WINE,16
237886,WINE,19
237904,WINE,21
237914,WINE,19
237926,WINE,19
237956,WINE,17
237958,WINE,14
237960,WINE,17
237962,WINE,14
237964,WINE,15
237966,WINE,16
237968,WINE,15
237972,WINE,21
237974,WINE,21
237976,WINE,19
237978,WINE,19
237980,WINE,14
240600,LIQUOR,16
237984,LIQUOR,14
237986,WINE,20
237988,WINE,15
237990,WINE,18
237992,WINE,16
237996,WINE,16
237998,WINE,20
238002,WINE,15
238004,WINE,14
238006,WINE,15
238014,WINE,15
238020,WINE,20
238032,WINE,20
238034,WINE,21
238538,WINE,21
23871,KEGS,16
239788,LIQUOR,10
239792,LIQUOR,16
239794,LIQUOR,17
240508,WINE,20
242004,LIQUOR,19
242012,LIQUOR,12
242015,LIQUOR,20
242022,LIQUOR,11
242025,WINE,17
242026,WINE,17
242027,WINE,15
242034,WINE,14
242035,LIQUOR,11
242036,WINE,19
242040,WINE,19
24515,KEGS,18
24541,KEGS,15
24971,KEGS,18
25049,KEGS,14
25328,BEER,12
25437,WINE,20
25557,BEER,14
25699,BEER,14
26029,KEGS,16
26551,KEGS,18
26701,KEGS,20
26964,WINE,19
26970,KEGS,19
28184,BEER,9
28331,KEGS,14
28572,BEER,13
29101,KEGS,20
29351,KEGS,18
29478,KEGS,15
29482,KEGS,16
29729,BEER,7
29948,KEGS,17
300483,WINE,20
300653,WINE,19
300815,WINE,16
300890,WINE,16
301372,WINE,17
301543,WINE,17
301800,WINE,20
301979,WINE,19
302227,WINE,17
302878,WINE,19
303409,WINE,19
304369,WINE,18
304936,WINE,21
305732,WINE,15
306207,WINE,17
306252,WINE,16
306388,WINE,15
306697,WINE,19
306804,WINE,14
306864,WINE,16
30788,BEER,8
307999,WINE,18
30844,KEGS,21
309062,WINE,20
309149,WINE,15
309321,WINE,14
309807,WINE,19
310055,WINE,15
310101,WINE,20
310108,WINE,18
310333,WINE,15
311023,WINE,16
311125,WINE,16
311199,WINE,21
311389,WINE,21
311659,WINE,14
311969,WINE,18
312001,WINE,18
312086,WINE,15
312174,WINE,17
312347,WINE,20
312376,WINE,18
312420,WINE,14
312729,WINE,19
315098,WINE,21
31313,WINE,15
313983,WINE,18
314142,WINE,15
31534,WINE,17
315846,WINE,19
316068,WINE,20
316072,WINE,16
316252,WINE,20
316709,WINE,21
317666,WINE,15
317754,WINE,17
317935,WINE,17
31844,WINE,20
318573,WINE,16
319022,WINE,17
319219,WINE,19
319279,WINE,16
320183,WINE,15
320245,WINE,19
320698,WINE,21
321495,WINE,19
321533,WINE,15
321643,LIQUOR,18
321690,WINE,18
321993,WINE,17
322084,WINE,15
322175,WINE,20
322392,WINE,19
322699,WINE,17
323423,WINE,16
323647,WINE,18
323703,WINE,19
323926,WINE,20
324032,WINE,14
324405,WINE,20
324554,WINE,15
325023,WINE,19
326395,WINE,20
326523,WINE,17
326766,WINE,14
326924,WINE,20
326996,WINE,20
327027,WINE,16
327048,WINE,19
327229,WINE,21
327955,WINE,21
328694,WINE,19
329259,WINE,15
329265,WINE,17
329514,WINE,21
329948,WINE,20
329963,LIQUOR,18
330004,WINE,14
330188,WINE,18
330190,WINE,18
330977,WINE,17
331099,WINE,18
331575,WINE,17
331596,WINE,15
332292,WINE,15
332323,WINE,21
332354,WINE,14
332625,WINE,18
333052,WINE,18
333245,WINE,19
333277,WINE,21
333299,WINE,19
333308,WINE,14
333318,WINE,17
333353,WINE,18
333436,WINE,15
334158,WINE,18
334193,WINE,14
334473,WINE,14
334569,WINE,16
334717,WINE,18
334726,WINE,14
334857,WINE,17
334978,WINE,15
336478,WINE,15
336845,WINE,16
337503,LIQUOR,13
337607,WINE,18
337672,WINE,17
337852,WINE,20
338025,WINE,16
338132,WINE,19
338356,WINE,16
338392,WINE,20
338696,WINE,20
338771,WINE,15
338859,WINE,15
339198,WINE,18
339562,WINE,16
339600,WINE,15
339740,WINE,20
339825,WINE,21
340186,WINE,18
340730,WINE,16
341225,WINE,17
341269,WINE,20
341278,WINE,17
341493,WINE,20
341914,WINE,14
342163,WINE,21
344323,WINE,17
344412,WINE,18
345066,WINE,14
345400,WINE,21
345402,WINE,17
345543,WINE,15
345719,WINE,18
345822,WINE,18
346049,WINE,18
346079,WINE,21
346120,WINE,17
346182,WINE,19
346373,BEER,7
346398,WINE,14
346494,WINE,17
346624,WINE,21
346710,WINE,16
346730,WINE,20
346812,WINE,21
347273,BEER,9
347309,BEER,12
347352,BEER,7
347412,WINE,16
347522,BEER,12
347699,WINE,15
347725,BEER,7
347928,BEER,7
347982,BEER,14
348442,WINE,19
348482,WINE,19
348516,WINE,17
348518,WINE,17
348522,WINE,20
348524,WINE,20
348526,WINE,14
348528,WINE,19
348530,WINE,14
348534,WINE,19
348536,WINE,15
348538,WINE,15
348540,WINE,16
348542,WINE,19
348544,WINE,14
348546,WINE,18
348548,WINE,21
348570,WINE,14
348572,WINE,21
348574,WINE,19
348576,WINE,14
348664,WINE,18
348702,WINE,17
348906,WINE,19
348934,WINE,21
348963,WINE,15
349169,WINE,14
349573,WINE,21
349794,WINE,19
349870,WINE,14
349910,WINE,20
350038,WINE,21
350208,WINE,20
350632,WINE,16
350926,WINE,18
350976,WINE,17
351002,WINE,18
351094,BEER,8
351122,WINE,20
352136,LIQUOR,19
352140,LIQUOR,14
352150,LIQUOR,14
352154,LIQUOR,17
352158,LIQUOR,10
352188,LIQUOR,12
352192,WINE,21
352272,WINE,15
352428,WINE,18
352532,WINE,20
352650,WINE,14
352668,WINE,20
352678,LIQUOR,20
352796,WINE,17
352806,WINE,18
352860,WINE,17
352866,WINE,20
352878,WINE,21
352882,WINE,20
352888,WINE,17
352892,WINE,16
352896,WINE,16
352900,WINE,15
352906,WINE,16
352910,WINE,19
352914,WINE,15
352918,WINE,14
352920,WINE,14
352922,WINE,15
352924,WINE,20
352930,WINE,18
352932,WINE,21
352934,LIQUOR,15
352936,WINE,19
352940,WINE,16
352942,WINE,16
352944,WINE,19
352946,WINE,16
352948,WINE,18
352952,WINE,14
352954,LIQUOR,18
352960,WINE,15
352964,WINE,19
352966,WINE,16
352968,WINE,21
352970,WINE,19
352972,WINE,14
352976,WINE,14
352978,WINE,14
352982,WINE,18
352984,WINE,21
352986,WINE,19
352988,WINE,20
352990,WINE,21
352992,WINE,17
352994,WINE,14
352996,WINE,19
353000,WINE,16
353004,WINE,17
353006,WINE,20
127523,WINE,20
353012,WINE,20
353014,WINE,15
353016,WINE,18
353018,LIQUOR,12
353020,WINE,18
353022,LIQUOR,16
353026,WINE,21
353030,LIQUOR,16
353032,WINE,15
353034,WINE,14
353038,WINE,21
353044,WINE,21
353048,WINE,20
353050,WINE,21
353064,WINE,16
353072,WINE,18
353074,WINE,17
353082,WINE,14
353086,WINE,21
353088,WINE,17
353092,WINE,20
353094,WINE,20
353096,WINE,20
353098,WINE,17
353100,WINE,15
353102,LIQUOR,18
353108,LIQUOR,18
353110,WINE,20
353116,WINE,20
353118,WINE,14
353122,WINE,18
353124,WINE,18
353128,WINE,14
353364,WINE,14
353574,WINE,21
354244,WINE,18
367028,WINE,14
37559,WINE,19
376299,WINE,15
238920,WINE,15
381365,WINE,21
381713,WINE,20
382086,WINE,21
383805,WINE,14
395030,WINE,20
396567,WINE,21
399400,WINE,15
40119,WINE,21
402575,WINE,20
406082,WINE,18
407690,WINE,15
40943,LIQUOR,14
411507,WINE,19
41210,BEER,12
41344,BEER,10
41359,BEER,7
417845,WINE,18
418269,WINE,19
420050,WINE,16
42024,LIQUOR,16
42026,WINE,16
420395,WINE,15
42043,KEGS,19
42045,KEGS,16
42049,BEER,7
42447,LIQUOR,13
424471,WINE,19
424757,WINE,15
424781,WINE,17
427129,WINE,21
427818,WINE,19
42789,KEGS,15
42791,BEER,11
42808,BEER,10
42851,WINE,18
42859,BEER,13
428663,WINE,15
428841,WINE,14
42889,BEER,12
428941,WINE,14
42898,WINE,18
42919,WINE,18
42923,WINE,19
42925,WINE,21
42926,WINE,16
429285,WINE,21
42935,WINE,20
42937,WINE,14
42938,WINE,17
42940,WINE,19
42944,WINE,15
42946,WINE,16
42954,WINE,21
42955,WINE,19
42959,WINE,20
42970,WINE,21
42972,WINE,16
42978,WINE,17
42980,LIQUOR,19
42982,LIQUOR,19
42984,WINE,20
42989,WINE,14
42990,WINE,14
42996,WINE,21
42997,WINE,14
42998,WINE,19
43261,WINE,14
43468,WINE,15
435333,WINE,14
435910,WINE,21
436526,WINE,16
438782,WINE,20
439037,WINE,14
44876,WINE,20
46218,LIQUOR,18
45138,LIQUOR,11
46035,LIQUOR,13
46280,WINE,17
46587,WINE,14
47195,LIQUOR,16
47410,WINE,15
47742,LIQUOR,20
48324,WINE,16
48430,WINE,19
48471,WINE,21
48686,WINE,17
48715,LIQUOR,10
48927,BEER,7
48929,BEER,7
48931,BEER,10
48951,BEER,12
50158,BEER,12
50241,KEGS,14
50262,WINE,16
50582,KEGS,15
50693,NON-ALCOHOL,5
50883,BEER,7
51068,BEER,9
51092,BEER,13
51093,BEER,7
51094,BEER,8
60033,BEER,13
60114,BEER,11
60132,KEGS,20
60145,BEER,11
60400,BEER,8
60406,BEER,7
60434,KEGS,17
60503,BEER,13
60504,KEGS,19
60587,WINE,21
60665,BEER,8
60715,BEER,12
60723,KEGS,19
60782,BEER,12
60875,BEER,7
60876,KEGS,21
60889,BEER,10
60891,BEER,9
61011,WINE,21
61060,WINE,16
6114,BEER,14
61565,WINE,18
61922,KEGS,18
62505,KEGS,14
62613,KEGS,14
62934,WINE,15
63335,KEGS,19
63336,KEGS,19
63345,KEGS,18
63497,KEGS,17
63533,WINE,15
63539,LIQUOR,17
63579,KEGS,16
63628,LIQUOR,20
63644,KEGS,18
63686,KEGS,20
63760,KEGS,17
63764,KEGS,16
63765,KEGS,17
63766,KEGS,20
63767,KEGS,18
63776,BEER,13
63781,WINE,15
63782,LIQUOR,10
63783,LIQUOR,12
63798,BEER,11
63799,LIQUOR,11
63800,WINE,14
63802,BEER,8
63807,BEER,12
63810,BEER,8
63811,BEER,7
63848,BEER,12
63849,BEER,14
63850,BEER,9
63851,KEGS,15
63852,KEGS,15
63853,KEGS,18
63855,BEER,8
63856,KEGS,21
63857,KEGS,15
63858,BEER,12
63859,KEGS,21
63860,KEGS,21
63863,BEER,11
63865,BEER,7
63866,BEER,12
63867,BEER,9
63868,BEER,9
63869,BEER,7
63870,BEER,8
63871,BEER,7
63872,BEER,8
63873,BEER,14
63874,BEER,9
63875,BEER,12
63876,BEER,10
63877,KEGS,14
63878,KEGS,16
63879,KEGS,15
63880,KEGS,14
63881,KEGS,19
63882,KEGS,18
63884,KEGS,16
63885,KEGS,16
63887,KEGS,21
63888,BEER,12
63889,BEER,14
63891,KEGS,14
63892,KEGS,20
63893,KEGS,16
63895,KEGS,18
63896,BEER,14
63897,BEER,12
63898,KEGS,18
63899,KEGS,20
63901,KEGS,19
63902,KEGS,19
63905,BEER,10
63906,BEER,13
63907,BEER,8
63908,BEER,10
63917,BEER,11
63918,BEER,7
63919,BEER,13
63921,KEGS,16
63923,BEER,13
63925,BEER,10
63926,BEER,11
63928,BEER,8
63929,BEER,7
63930,BEER,14
63931,BEER,13
64030,LIQUOR,17
63932,BEER,8
63933,BEER,7
63935,BEER,11
63936,BEER,7
63937,BEER,13
63938,BEER,9
63939,BEER,14
63940,BEER,11
63941,BEER,10
63942,BEER,10
63943,KEGS,19
63944,KEGS,16
63946,WINE,16
63947,WINE,19
63948,BEER,13
63950,KEGS,14
63951,BEER,9
63952,BEER,8
63953,BEER,14
63954,BEER,14
63955,BEER,13
63956,BEER,11
63958,KEGS,18
63960,WINE,19
63961,WINE,17
63962,WINE,19
63963,WINE,18
63966,KEGS,16
63968,KEGS,14
63969,KEGS,20
63971,KEGS,19
63972,KEGS,20
63973,KEGS,18
63974,KEGS,18
63975,KEGS,15
63976,KEGS,18
63977,BEER,10
63978,BEER,8
63992,WINE,18
63993,WINE,16
63994,WINE,16
63995,WINE,14
63997,WINE,15
63998,KEGS,16
64011,BEER,10
64012,BEER,10
64013,BEER,9
64014,BEER,10
64015,WINE,17
64016,WINE,19
64031,KEGS,18
64032,KEGS,16
64034,BEER,7
64035,LIQUOR,10
64038,WINE,14
64062,KEGS,17
64063,BEER,14
64064,BEER,14
64065,WINE,15
64097,BEER,13
64098,KEGS,15
70235,LIQUOR,10
70272,LIQUOR,19
70373,LIQUOR,20
70453,LIQUOR,13
70547,LIQUOR,18
70673,LIQUOR,17
71222,LIQUOR,11
71522,LIQUOR,10
71878,LIQUOR,14
72500,LIQUOR,12
73071,LIQUOR,12
73102,LIQUOR,14
73539,WINE,18
74881,LIQUOR,11
74910,LIQUOR,17
75216,LIQUOR,14
75368,LIQUOR,20
79001,LIQUOR,12
79802,LIQUOR,10
79992,LIQUOR,15
81906,WINE,17
82217,WINE,20
82255,WINE,20
83400,WINE,21
84271,WINE,18
84576,WINE,21
84800,WINE,21
85844,WINE,15
8605,BEER,9
87257,WINE,20
88417,BEER,10
90328,BEER,11
95150,BEER,7
98760,BEER,13
10846,KEGS,17
11072,BEER,8
114448,WINE,16
11461,LIQUOR,18
11497,KEGS,17
116297,WINE,21
11875,KEGS,19
12101,KEGS,16
12581,BEER,14
12662,KEGS,21
127442,WINE,20
12830,BEER,11
12862,BEER,14
12938,BEER,12
13078,BEER,14
137731,WINE,20
140031,WINE,14
141372,WINE,20
159115,WINE,19
165263,WINE,17
166336,LIQUOR,13
166398,WINE,21
166451,WINE,19
166465,WINE,20
166514,WINE,16
166634,WINE,20
166650,WINE,16
166651,WINE,15
166661,NON-ALCOHOL,7
166662,NON-ALCOHOL,5
166663,NON-ALCOHOL,8
166664,BEER,9
166665,BEER,9
178659,WINE,14
183628,WINE,20
188255,WINE,14
19151,WINE,19
19615,LIQUOR,20
20092,BEER,8
2127,BEER,12
21776,WINE,21
22013,BEER,10
22667,WINE,19
22805,BEER,14
231964,WINE,17
232316,WINE,20
232388,WINE,21
232554,WINE,14
232578,WINE,21
233552,WINE,18
23397,BEER,9
233980,WINE,21
234372,WINE,14
234514,WINE,19
234738,WINE,19
235420,WINE,14
235760,WINE,20
235818,WINE,20
236116,WINE,21
236130,WINE,19
236138,WINE,16
236186,WINE,21
236208,WINE,16
236268,WINE,16
236778,WINE,20
236836,WINE,18
236970,WINE,19
236986,WINE,19
23716,BEER,7
237214,WINE,21
237222,WINE,19
23724,BEER,14
237250,WINE,14
237252,WINE,18
237670,WINE,14
237708,LIQUOR,12
237776,WINE,15
237916,WINE,15
237994,WINE,20
238012,WINE,14
238036,WINE,21
238040,WINE,15
238042,WINE,14
238044,WINE,15
238046,WINE,19
238048,WINE,20
238052,LIQUOR,16
238056,WINE,15
238058,WINE,21
238062,WINE,17
238064,WINE,19
238066,WINE,19
238068,WINE,20
238070,WINE,14
238074,LIQUOR,18
238076,LIQUOR,12
238078,WINE,19
238080,WINE,17
238082,WINE,20
238084,WINE,20
238088,WINE,14
238090,WINE,16
238092,WINE,20
238094,WINE,18
238096,WINE,16
238098,WINE,16
238100,WINE,20
238102,WINE,18
238104,WINE,19
238106,WINE,16
238110,WINE,20
238112,WINE,20
238116,WINE,21
238118,LIQUOR,15
238120,WINE,20
238122,WINE,19
238124,WINE,20
238126,WINE,16
238128,WINE,19
238130,WINE,21
238132,WINE,17
238134,WINE,18
238138,WINE,14
238140,LIQUOR,13
238144,WINE,21
238146,WINE,18
238148,WINE,18
238150,WINE,14
238154,WINE,16
238156,WINE,14
238158,WINE,17
238160,WINE,17
238166,WINE,14
238168,WINE,16
238170,WINE,21
238172,WINE,15
238174,WINE,18
238176,WINE,17
239648,WINE,20
240524,WINE,17
242018,WINE,19
242021,WINE,18
242030,WINE,14
242033,WINE,17
242037,BEER,14
242038,BEER,7
242041,WINE,20
242042,WINE,14
24743,KEGS,19
25447,BEER,8
25629,BEER,13
25698,KEGS,16
25701,KEGS,16
25876,KEGS,14
26176,BEER,8
26329,BEER,13
26339,BEER,7
26820,KEGS,15
27664,BEER,10
28436,LIQUOR,14
28455,KEGS,19
28759,KEGS,17
28767,BEER,13
28873,BEER,10
29015,KEGS,16
29276,BEER,10
29629,WINE,19
296914,WINE,18
296915,WINE,19
29706,KEGS,16
300201,WINE,16
300553,WINE,20
301757,WINE,21
302151,WINE,15
302321,WINE,19
303267,WINE,15
303509,WINE,20
306098,WINE,21
306495,WINE,16
306671,WINE,20
307458,WINE,15
308536,WINE,19
308572,WINE,20
308722,WINE,16
309129,WINE,19
309949,WINE,18
310032,WINE,18
310116,WINE,14
310404,WINE,16
310551,WINE,14
310557,WINE,17
31071,BEER,9
310711,WINE,15
310743,WINE,16
310758,WINE,20
310981,WINE,21
311238,WINE,19
311348,LIQUOR,15
311699,LIQUOR,12
311896,WINE,19
311904,WINE,15
312016,WINE,14
312164,WINE,15
312208,WINE,20
312604,WINE,15
312702,WINE,18
313152,WINE,21
313436,WINE,15
313459,WINE,20
313698,WINE,18
313815,WINE,19
314130,WINE,15
314499,LIQUOR,16
315051,WINE,18
315461,WINE,15
315890,WINE,20
316079,WINE,15
316692,LIQUOR,15
317634,WINE,18
319073,WINE,19
320317,WINE,21
320794,WINE,14
321725,WINE,18
321814,WINE,17
321863,WINE,21
322188,WINE,17
322363,WINE,14
322566,WINE,15
322662,WINE,18
322717,WINE,18
322792,WINE,21
322914,WINE,21
323540,WINE,14
324341,WINE,17
324394,WINE,19
324544,WINE,17
324671,WINE,19
325346,WINE,20
325677,WINE,15
326048,WINE,14
326786,WINE,19
327298,WINE,14
327488,WINE,16
327515,WINE,14
329173,WINE,14
329474,WINE,17
330128,WINE,14
330250,WINE,19
330613,WINE,17
330776,WINE,21
330923,WINE,21
330945,WINE,17
331061,WINE,17
331224,WINE,14
331641,WINE,17
332536,WINE,19
332651,LIQUOR,20
333006,WINE,15
333305,WINE,14
333317,WINE,14
333601,WINE,17
333720,WINE,18
333852,WINE,17
333897,WINE,17
333963,WINE,19
333964,WINE,18
334006,WINE,15
334042,WINE,19
334239,WINE,17
334376,WINE,18
334513,WINE,21
334645,WINE,17
334810,WINE,14
334892,WINE,20
336132,WINE,14
336576,WINE,14
336614,WINE,18
336616,WINE,19
239424,WINE,14
337356,WINE,16
337481,WINE,19
337588,WINE,15
338402,WINE,18
338406,WINE,16
338423,WINE,14
338430,WINE,14
338594,WINE,17
338616,WINE,14
338660,WINE,21
338819,WINE,16
339551,WINE,19
339618,WINE,16
339991,WINE,19
340853,WINE,17
341111,WINE,20
341241,WINE,16
341445,WINE,17
341491,WINE,18
342032,WINE,15
342035,WINE,14
342144,WINE,19
342307,WINE,19
342411,LIQUOR,18
342633,WINE,21
343935,WINE,20
344456,WINE,20
345093,WINE,14
345166,WINE,15
345396,WINE,19
345418,LIQUOR,19
345831,WINE,18
345839,WINE,17
345856,WINE,15
345890,WINE,21
345924,WINE,16
345995,WINE,19
346295,WINE,16
346991,WINE,20
347000,WINE,18
347228,WINE,17
347236,KEGS,14
347267,LIQUOR,19
347550,WINE,21
347678,WINE,21
347708,BEER,7
347851,WINE,16
347882,LIQUOR,16
347890,WINE,20
348202,WINE,17
348298,WINE,21
348366,WINE,21
348378,LIQUOR,16
348550,BEER,11
348552,KEGS,20
348554,BEER,8
348556,KEGS,16
348558,BEER,7
348560,KEGS,19
348562,BEER,9
348564,KEGS,21
348566,BEER,9
348568,KEGS,19
348578,WINE,16
348580,WINE,14
348668,WINE,15
349003,WINE,17
349107,WINE,21
349436,WINE,14
349492,WINE,19
349514,WINE,17
349536,WINE,17
349540,WINE,14
349616,WINE,17
349714,WINE,16
349798,WINE,20
349908,WINE,19
350054,WINE,15
350176,BEER,12
350178,KEGS,14
350180,BEER,14
350182,BEER,9
350186,KEGS,20
350188,BEER,9
350190,BEER,14
350192,BEER,9
350194,KEGS,16
350266,WINE,14
350344,WINE,15
350834,WINE,18
351024,WINE,17
351036,WINE,21
351046,LIQUOR,16
351334,WINE,19
351476,WINE,20
351480,WINE,19
351486,WINE,20
351873,WINE,21
352198,WINE,14
352800,WINE,18
352808,WINE,14
352826,WINE,20
352828,WINE,20
352834,WINE,16
352950,WINE,18
353002,WINE,19
353024,LIQUOR,11
353036,WINE,16
353040,WINE,18
353046,WINE,18
353062,WINE,15
353066,WINE,18
353068,WINE,16
353070,WINE,20
353080,WINE,18
353090,WINE,16
353104,LIQUOR,20
353106,WINE,20
353112,WINE,21
353114,WINE,17
353120,WINE,15
353132,WINE,17
353134,WINE,14
353136,WINE,21
353140,WINE,14
353148,WINE,15
353152,WINE,14
353354,WINE,21
353356,WINE,21
353358,WINE,14
353366,WINE,19
353372,WINE,19
353374,WINE,18
353378,WINE,21
324449,WINE,16
353382,WINE,17
353384,WINE,15
353386,WINE,17
353390,WINE,19
353392,WINE,18
353394,WINE,17
353398,WINE,17
353400,WINE,18
353404,WINE,16
353406,WINE,15
353408,WINE,19
353410,WINE,18
353412,WINE,15
353416,WINE,16
353420,WINE,18
353422,WINE,21
353424,WINE,20
353426,WINE,17
353428,WINE,14
353430,WINE,17
353432,WINE,19
353434,LIQUOR,15
353436,WINE,17
353438,WINE,15
353444,WINE,19
353446,WINE,16
353448,WINE,19
353450,WINE,18
353452,WINE,14
353454,WINE,18
353458,WINE,21
353460,WINE,15
353462,WINE,20
353464,WINE,17
353466,WINE,21
353470,BEER,10
353474,WINE,19
353476,WINE,15
353478,WINE,20
353480,LIQUOR,16
353482,WINE,18
353486,WINE,16
353488,BEER,7
353496,WINE,19
353500,WINE,20
353502,WINE,15
353504,WINE,21
353512,WINE,17
353514,WINE,18
353518,WINE,15
353520,WINE,20
353522,WINE,19
353524,WINE,20
353526,WINE,16
353528,WINE,19
353534,WINE,14
353536,WINE,14
353538,WINE,21
353540,WINE,20
353542,WINE,17
353544,LIQUOR,14
353546,WINE,15
353548,WINE,20
353550,WINE,19
353552,WINE,21
353554,WINE,19
353560,WINE,14
353578,WINE,19
353630,WINE,17
354412,WINE,19
357650,WINE,16
361933,WINE,14
363065,WINE,20
36510,WINE,21
365513,WINE,17
367079,WINE,14
36822,BEER,14
388785,WINE,14
389978,WINE,21
400068,WINE,20
40044,WINE,17
401889,WINE,15
40398,WINE,17
405159,WINE,18
41123,BEER,7
41188,BEER,11
41442,KEGS,20
41607,WINE,20
416851,WINE,17
42031,BEER,8
42051,BEER,12
42054,KEGS,15
42067,BEER,8
42070,BEER,14
42073,LIQUOR,13
42422,WINE,18
426016,WINE,20
427390,WINE,18
42753,WINE,21
42788,WINE,14
42920,WINE,15
42922,WINE,18
42964,WINE,16
430730,WINE,21
435724,WINE,16
43814,WINE,14
439088,WINE,19
44136,WINE,17
44223,WINE,17
44857,WINE,15
45025,WINE,21
47655,LIQUOR,20
47674,LIQUOR,16
47817,LIQUOR,17
47858,LIQUOR,20
49239,LIQUOR,13
50902,KEGS,17
50964,KEGS,17
51035,BEER,8
51054,BEER,12
51107,BEER,9
51113,BEER,9
51115,BEER,13
51118,KEGS,15
51119,BEER,13
51121,KEGS,19
51195,LIQUOR,15
55042,LIQUOR,15
55093,LIQUOR,15
60134,KEGS,16
60461,WINE,21
60478,WINE,21
60585,BEER,10
60783,BEER,14
60784,KEGS,19
60823,WINE,18
60852,BEER,14
60921,BEER,7
60998,KEGS,18
61013,BEER,13
62040,KEGS,19
62051,BEER,10
62095,BEER,13
62394,BEER,13
62444,KEGS,20
62957,BEER,13
63277,KEGS,21
63422,KEGS,15
63625,LIQUOR,10
63626,WINE,15
63627,LIQUOR,17
63629,LIQUOR,12
63761,KEGS,17
63762,KEGS,16
63794,WINE,19
63795,WINE,16
63796,WINE,20
63862,BEER,13
63864,BEER,8
63890,KEGS,15
63900,KEGS,21
63903,WINE,16
63904,WINE,17
63913,KEGS,20
63922,BEER,8
63927,BEER,14
63945,WINE,16
63964,KEGS,17
63979,WINE,20
63980,WINE,16
63981,WINE,20
63982,WINE,16
63983,WINE,18
63984,WINE,16
63985,WINE,18
63986,WINE,19
63987,WINE,17
63988,WINE,15
63990,WINE,21
63991,WINE,21
63999,WINE,20
64000,WINE,17
64001,WINE,16
64002,WINE,17
64003,WINE,14
64004,WINE,16
64005,WINE,14
64006,WINE,16
64007,WINE,15
64008,WINE,15
64009,WINE,16
64017,WINE,16
64018,WINE,18
64019,WINE,15
64020,WINE,14
64021,WINE,20
64022,WINE,20
64023,WINE,15
64024,WINE,15
64025,WINE,17
64026,WINE,21
64027,WINE,14
64028,WINE,16
64029,WINE,15
64036,BEER,10
64037,BEER,12
64044,WINE,20
64051,KEGS,14
64052,WINE,19
64053,WINE,21
64054,WINE,18
64055,WINE,19
64056,WINE,16
64057,WINE,16
64058,WINE,20
64059,WINE,18
64060,WINE,21
64061,WINE,16
64069,WINE,16
64070,WINE,19
64071,WINE,14
64072,WINE,17
64073,WINE,18
64074,WINE,17
64075,WINE,21
64076,WINE,19
64077,WINE,20
64078,WINE,19
64079,WINE,14
64080,WINE,21
64081,WINE,20
64082,WINE,17
64083,WINE,18
64088,WINE,18
64089,WINE,20
64090,WINE,14
64091,WINE,20
64092,WINE,21
64093,WINE,15
64099,KEGS,14
64100,KEGS,16
64102,WINE,15
64103,BEER,8
64104,BEER,11
64105,BEER,11
64106,KEGS,18
64107,KEGS,15
64108,KEGS,19
64109,KEGS,17
64110,BEER,13
64111,BEER,13
64112,BEER,13
64113,BEER,13
64115,KEGS,16
64116,KEGS,14
64117,BEER,7
64118,KEGS,14
64120,KEGS,15
64121,KEGS,18
64122,BEER,8
64123,BEER,9
64124,BEER,9
64125,BEER,12
64126,BEER,14
64127,BEER,9
64128,BEER,13
64129,WINE,20
64130,WINE,17
64131,BEER,13
64132,LIQUOR,18
64133,BEER,14
64134,KEGS,20
64137,KEGS,16
64138,BEER,12
64139,KEGS,17
64140,BEER,12
64141,BEER,9
64142,BEER,8
64143,BEER,10
64144,BEER,14
64145,KEGS,18
64146,WINE,20
64147,BEER,8
64148,KEGS,17
64150,KEGS,15
64151,BEER,8
64152,WINE,19
64153,BEER,12
64154,KEGS,20
64155,KEGS,18
64156,KEGS,15
64158,KEGS,16
64159,KEGS,18
64160,KEGS,14
